State,Area,2018-Total,2019-Total,2020-Total,2018-Mining and Logging,2019-Mining and Logging,2020-Mining and Logging,2018-Construction,2019-Construction,2020-Construction,2018-Manufacturing,2019-Manufacturing,2020-Manufacturing,"2018-Trade, transportation, and utilities","2019-Trade, transportation, and utilities","2020-Trade, transportation, and utilities",2018-Information,2019-Information,2020-Information,2018-Financial activities,2019-Financial activities,2020-Financial activities,2018-Professional and business services,2019-Professional and business services,2020-Professional and business services,2018-Education and health services,2019-Education and health services,2020-Education and health services,2018-Leisure and hospitality,2019-Leisure and hospitality,2020-Leisure and hospitality,2018-Other services,2019-Other services,2020-Other services,2018-Government,2019-Government,2020-Government
New York,Syracuse(1),319.9,320.4,294.2,–,–,–,13.6,13.2,12.5,26.0,26.1,24.5,61.8,60.3,56.2,4.5,4.3,3.7,14.5,14.5,14.3,35.9,35.9,34.5,63.4,65.6,60.8,29.8,29.8,21.1,12.2,11.9,10.2,58.3,58.8,56.4
New York,Utica-Rome(1),127.8,128.6,117.7,–,–,–,3.5,3.4,3.3,11.4,11.4,10.4,20.3,20.4,19.3,1.0,1.0,0.9,7.1,7.4,7.4,8.3,8.1,7.6,28.8,29.2,26.5,10.8,10.9,8.4,4.8,4.8,4.1,31.8,31.9,29.8
New York,Watertown-Fort Drum(1),42.1,41.5,38.0,–,–,–,1.8,1.8,1.7,2.1,2.0,1.8,8.5,8.3,7.7,0.6,0.6,0.5,1.3,1.3,1.3,2.5,2.2,2.0,6.8,7.0,6.6,4.7,4.5,3.7,2.0,2.0,1.6,11.9,11.9,11.3
North Carolina,Total,4491.7,4580.2,4381.3,5.8,5.7,5.7,220.6,231.9,229.1,475.0,477.7,453.0,832.9,847.8,839.1,74.7,75.5,73.4,242.5,250.4,256.3,636.0,650.4,636.4,611.7,626.4,600.6,502.7,514.8,420.0,161.4,166.6,153.8,728.5,733.1,714.0
North Carolina,Asheville(1),195.4,198.7,183.1,–,–,–,9.6,10.1,9.4,22.0,22.3,20.9,36.0,36.7,34.6,2.0,1.9,1.7,6.5,6.4,6.3,18.1,18.3,17.7,38.1,37.6,35.2,29.2,30.3,23.1,8.7,9.5,9.0,25.4,25.7,25.3
North Carolina,Burlington(1),62.6,64.2,60.9,–,–,–,3.0,3.3,3.2,9.3,9.3,8.4,13.2,13.2,12.7,0.4,0.4,0.3,1.8,2.0,2.0,5.0,5.3,5.5,12.6,12.9,12.7,8.1,8.3,7.0,2.2,2.5,2.4,7.0,7.1,6.6
North Carolina,Charlotte-Concord-Gastonia(1),1208.1,1238.2,1190.7,–,–,–,64.7,68.5,68.5,109.6,110.8,102.9,243.3,248.3,246.3,23.8,23.7,23.3,99.4,102.8,109.1,206.7,212.7,207.7,123.7,127.7,121.5,140.5,143.7,116.7,44.3,45.7,42.3,152.2,154.3,152.3
North Carolina,Durham-Chapel Hill(1),321.3,328.4,315.4,–,–,–,8.6,9.1,9.2,32.5,33.5,32.8,38.9,39.3,38.5,4.6,5.2,5.5,15.1,15.4,16.1,44.8,45.5,46.1,70.5,72.8,70.9,28.0,28.6,21.3,11.5,12.0,10.9,66.8,67.1,64.1
North Carolina,Fayetteville(1),130.6,132.0,125.6,–,–,–,5.6,6.0,5.0,8.4,8.7,8.1,23.7,23.4,23.0,1.2,1.1,1.0,3.8,3.8,3.8,11.6,11.8,11.6,15.5,15.5,14.9,16.4,16.9,14.4,4.6,4.7,4.3,39.8,40.1,39.6
North Carolina,Goldsboro(2),41.5,41.4,39.8,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.1,9.2,8.8
North Carolina,Greensboro-High Point(1),360.8,364.4,342.3,–,–,–,15.5,15.8,15.8,54.7,53.6,50.1,75.5,78.0,76.1,4.6,4.7,4.4,18.4,18.8,18.4,48.5,48.1,44.8,51.1,51.9,49.6,36.4,37.8,30.1,12.6,12.7,11.4,43.4,43.0,41.7
North Carolina,Greenville(1),80.5,81.1,78.0,–,–,–,3.4,3.7,3.3,6.5,6.6,6.5,11.6,11.8,11.4,0.7,0.6,0.5,2.9,2.5,2.4,6.8,6.7,6.7,9.6,9.5,9.3,9.6,9.6,8.1,2.3,2.3,2.1,27.2,27.9,27.5
North Carolina,Hickory-Lenoir-Morganton(1),154.6,155.5,147.9,–,–,–,4.3,4.6,4.7,42.3,41.9,38.9,29.8,30.3,30.2,0.8,0.7,0.7,3.1,3.2,3.2,14.1,13.9,13.0,19.1,19.3,18.5,14.1,14.3,12.4,4.7,4.7,4.4,22.5,22.6,21.9
North Carolina,Jacksonville(2),49.3,49.9,48.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.3,14.2,14.1
North Carolina,New Bern(2),44.6,45.2,43.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,14.0,14.3,14.1
North Carolina,Raleigh(1),630.2,645.9,624.1,–,–,–,40.1,41.2,41.8,30.9,31.3,30.2,111.7,112.7,113.9,22.2,22.5,22.2,32.5,33.6,33.5,120.2,124.1,125.4,78.7,82.0,78.9,71.1,73.4,57.1,25.8,26.7,25.0,97.0,98.3,96.1
North Carolina,Rocky Mount(1),55.9,56.1,53.1,–,–,–,2.5,2.7,2.5,10.1,10.3,10.1,11.8,11.7,11.5,–,–,–,–,–,–,4.9,4.9,4.7,6.7,6.8,6.2,5.3,5.3,4.7,–,–,–,10.6,10.6,9.9
North Carolina,Wilmington(1),128.2,132.3,126.2,–,–,–,8.8,9.2,9.4,5.8,6.0,5.3,25.0,26.0,25.1,3.2,3.2,3.2,6.0,6.1,6.1,16.0,16.6,16.7,15.3,15.7,15.6,19.8,20.5,16.8,4.6,4.8,4.4,23.7,24.1,23.8
North Carolina,Winston-Salem(1),267.8,272.1,258.2,–,–,–,10.7,11.4,11.7,32.6,33.2,32.2,48.7,48.2,47.4,1.7,1.7,1.6,13.3,13.8,13.4,36.6,37.6,34.3,55.4,56.9,55.4,28.7,29.3,24.2,8.8,9.1,8.2,31.2,31.1,29.9
North Dakota,Total,436.4,440.9,411.6,20.8,21.4,15.2,26.7,28.7,26.2,26.0,26.5,25.2,94.3,93.9,89.1,6.2,6.1,5.8,24.8,25.2,24.5,32.8,33.1,31.6,66.6,67.3,65.8,40.4,40.5,34.3,15.4,15.5,14.7,82.5,82.9,79.3
North Dakota,Bismarck(1),72.5,72.8,70.2,–,–,–,4.7,4.8,4.5,1.7,1.8,1.8,14.2,14.1,13.7,0.9,0.8,0.7,3.4,3.5,3.4,7.7,7.6,7.4,14.1,14.3,14.1,7.4,7.5,6.5,3.0,2.9,2.8,15.4,15.6,15.4
North Dakota,Fargo(1),143.3,145.0,138.6,–,–,–,8.6,8.8,8.8,10.2,10.2,9.9,30.4,30.4,29.6,3.0,3.1,3.0,11.2,11.6,11.7,14.0,14.1,13.7,27.6,28.0,27.2,14.3,14.5,11.6,5.0,5.0,4.8,19.1,19.2,18.3
North Dakota,Grand Forks(1),55.8,55.1,50.8,–,–,–,2.9,3.0,2.9,4.3,4.6,4.1,11.2,10.8,10.2,0.6,0.5,0.4,2.0,1.9,1.7,3.3,3.3,3.4,9.7,9.8,9.3,6.1,5.9,5.0,2.0,2.0,1.8,13.7,13.5,12.1
Ohio,Total,5562.6,5594.6,5253.9,12.2,11.8,9.4,220.8,226.7,218.9,698.9,700.8,652.9,1024.2,1028.7,1004.1,70.9,69.5,63.8,308.1,308.0,302.4,730.9,734.9,693.7,930.6,939.3,895.2,566.8,570.4,465.5,213.5,213.2,188.9,785.8,791.3,759.2
Ohio,Akron(1),339.9,340.6,319.1,–,–,–,14.4,15.0,14.1,39.4,39.7,36.9,67.2,67.3,66.3,4.8,4.8,4.7,15.7,15.5,15.3,51.1,50.0,46.6,55.2,56.2,53.6,34.2,34.4,28.0,13.3,13.3,12.0,44.7,44.4,41.5
Ohio,Canton-Massillon(1),173.8,173.2,162.5,–,–,–,9.0,8.9,8.2,26.9,26.7,25.2,31.1,31.1,30.3,1.6,1.4,1.3,7.5,7.5,7.2,15.8,16.3,15.3,33.7,33.5,31.4,19.5,19.1,16.7,8.5,8.5,7.4,20.2,20.1,19.6
Ohio,Cincinnati(1),1108.8,1119.8,1054.7,–,–,–,47.7,48.3,47.2,118.6,120.3,113.7,219.6,220.7,212.8,13.9,13.6,13.0,73.8,73.9,73.2,170.2,172.1,165.5,166.6,169.8,163.8,125.4,127.5,101.3,41.8,41.2,36.5,131.3,132.4,127.8
Ohio,Cleveland-Elyria(1),1069.9,1080.0,1004.5,–,–,–,38.2,38.9,36.8,123.7,123.4,114.7,182.2,185.6,178.2,13.8,13.4,12.2,67.0,66.8,65.5,158.8,161.5,151.5,203.8,206.3,196.5,105.3,105.5,82.5,39.7,39.9,34.8,137.6,138.6,131.8
Ohio,Columbus(1),1100.3,1113.9,1063.9,–,–,–,42.2,44.0,43.9,73.3,73.6,70.4,208.6,213.2,215.2,17.5,17.2,15.3,86.0,86.6,85.6,181.4,182.1,174.5,161.8,163.1,155.6,107.8,109.1,87.6,41.7,42.0,37.8,180.0,183.1,177.8
Ohio,Dayton(1),390.2,391.9,370.5,–,–,–,13.1,13.7,13.6,43.0,43.7,40.6,66.2,65.6,63.8,8.1,7.7,7.0,18.3,18.2,17.8,52.3,52.4,50.2,74.0,74.8,71.6,39.3,39.7,33.1,13.8,13.9,12.5,62.0,62.2,60.5
Ohio,Lima(1),53.0,53.0,50.1,–,–,–,2.1,2.2,2.1,9.2,9.1,8.5,9.8,9.7,9.3,–,–,–,–,–,–,4.6,5.2,5.3,11.9,11.5,10.6,5.0,5.0,4.3,–,–,–,6.0,6.1,5.9
Ohio,Mansfield(1),52.7,52.1,48.5,–,–,–,2.3,2.2,2.1,10.1,9.9,9.0,10.2,10.0,9.6,–,–,–,1.4,1.4,1.3,4.9,4.8,4.2,8.3,8.1,7.8,5.3,5.5,4.9,2.2,2.2,2.0,7.7,7.7,7.4
Ohio,Springfield(1),49.9,49.8,46.4,–,–,–,1.2,1.2,1.2,7.0,7.1,6.2,9.6,9.4,9.0,–,–,–,3.8,3.5,3.3,4.8,5.3,5.4,8.9,8.9,8.1,5.2,5.2,4.5,2.1,2.0,1.8,7.2,7.1,6.8
Ohio,Toledo(1),310.1,311.4,286.7,–,–,–,14.5,15.5,13.9,45.2,46.8,43.8,57.6,56.6,54.6,2.9,3.0,3.0,11.2,11.2,10.9,37.1,36.6,32.3,51.1,50.9,48.2,33.5,33.5,27.2,12.0,11.9,10.2,45.1,45.3,42.6
Ohio,Weirton-Steubenville(1)(3),40.4,40.7,37.9,–,–,–,1.6,1.7,1.5,5.3,5.5,4.6,8.4,8.3,7.8,–,–,–,–,–,–,2.1,2.2,1.9,9.0,8.9,8.7,4.6,4.6,3.9,–,–,–,6.3,6.5,6.7
Ohio,Youngstown-Warren-Boardman(1),219.9,216.7,198.9,–,–,–,9.6,9.6,8.9,27.6,25.9,23.1,45.6,45.1,42.3,1.9,1.8,1.5,7.2,7.2,6.9,20.4,19.9,18.2,43.9,43.9,41.4,24.7,24.6,20.7,9.6,9.5,8.4,29.5,29.3,27.5
Oklahoma,Total,1689.2,1705.1,1621.4,52.8,47.8,30.6,80.4,82.7,78.8,138.6,141.1,131.3,298.8,301.7,300.0,19.9,19.7,18.3,79.1,79.4,76.7,192.5,195.9,183.5,236.3,240.5,235.6,171.7,174.2,156.5,70.5,69.2,64.7,348.5,353.0,345.6
Oklahoma,Enid(2),25.5,25.5,24.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,3.7,3.7,3.7
Oklahoma,Lawton(1),45.1,45.1,42.9,–,–,–,1.6,1.6,1.5,3.6,3.6,3.4,6.8,6.8,6.5,0.7,0.9,0.8,2.2,2.2,2.0,4.6,4.6,4.2,4.3,4.2,4.1,5.1,5.1,4.7,1.3,1.2,1.2,14.8,15.0,14.6
Oklahoma,Oklahoma City,649.4,660.9,628.0,21.6,18.9,10.5,30.2,32.1,31.4,33.9,34.5,32.1,112.8,115.4,115.7,7.4,7.1,6.1,33.4,33.8,33.7,85.6,88.1,81.7,93.4,97.3,96.6,73.8,74.6,65.6,28.8,28.8,27.0,128.7,130.3,127.8
Oklahoma,Tulsa,456.4,462.3,437.2,6.8,6.7,5.2,24.8,25.6,24.6,54.5,55.2,50.7,83.2,83.1,82.3,7.0,6.7,6.1,23.3,23.3,22.2,62.0,63.0,58.8,71.8,73.5,71.6,45.3,46.5,40.9,20.5,20.3,19.1,57.3,58.4,55.7
Oregon,Total,1922.8,1954.2,1825.6,7.2,6.9,6.5,105.4,109.6,107.9,195.2,198.1,185.4,352.8,357.2,349.2,34.3,35.1,32.9,102.2,103.5,101.6,249.7,254.7,242.9,305.4,312.0,295.8,211.4,213.9,161.2,64.4,64.8,57.6,294.8,298.4,284.7
Oregon,Albany,46.4,46.9,44.1,0.4,0.4,0.4,3.1,3.3,3.0,8.3,8.7,8.0,10.2,10.3,10.6,0.4,0.4,0.4,1.5,1.5,1.4,3.1,3.2,3.0,6.8,7.0,6.6,3.9,3.8,3.2,1.5,1.5,1.3,7.1,6.9,6.4
Oregon,Bend-Redmond(1),84.9,87.1,83.0,–,–,–,7.1,7.2,7.3,5.7,5.7,5.3,16.0,16.2,15.8,1.9,1.8,1.7,4.7,4.9,4.8,10.3,10.5,10.3,13.8,14.6,14.4,13.0,13.6,11.4,3.0,3.1,2.8,9.5,9.6,9.1
Oregon,Corvallis(1),43.9,43.5,39.7,–,–,–,1.5,1.5,1.5,3.0,3.1,2.8,4.6,4.6,4.4,0.6,0.6,0.6,1.6,1.6,1.5,4.4,4.4,4.2,7.3,7.4,6.9,4.3,4.4,3.3,1.4,1.4,1.3,15.2,14.7,13.3
Oregon,Eugene,163.1,164.4,151.7,0.9,0.9,0.8,7.4,7.6,7.4,14.3,14.3,13.8,30.3,30.4,28.7,2.5,2.3,2.0,8.1,8.2,8.0,18.5,18.2,17.4,29.2,30.0,27.9,17.6,17.8,13.8,5.3,5.4,4.8,29.1,29.3,27.1
Oregon,Grants Pass,27.2,27.7,26.5,0.1,0.1,0.1,1.1,1.1,1.2,3.0,3.1,2.9,5.4,5.4,5.3,0.3,0.3,0.3,1.5,1.6,1.6,2.2,2.3,2.1,5.9,5.8,5.6,3.4,3.6,3.1,1.0,1.0,0.9,3.3,3.4,3.4
Oregon,Medford,89.2,89.9,85.7,0.5,0.5,0.5,4.9,4.8,4.6,7.9,8.1,7.7,20.0,20.0,19.4,1.2,1.2,1.1,4.1,4.1,4.1,7.6,7.8,7.5,17.5,17.8,17.8,11.6,11.5,9.2,2.7,2.8,2.5,11.3,11.4,11.2
Oregon,Portland-Vancouver-Hillsboro,1204.6,1228.1,1143.1,1.4,1.3,1.2,72.7,76.0,73.5,127.5,129.3,121.3,218.1,221.8,215.9,25.5,26.4,25.0,72.4,73.5,72.4,184.7,190.0,182.6,184.6,188.1,177.9,125.0,126.5,90.2,42.2,42.8,37.9,150.5,152.6,145.2
Oregon,Salem,169.8,173.2,165.0,0.7,0.6,0.6,11.3,12.3,12.6,13.2,13.2,11.9,28.6,28.9,28.6,1.4,1.4,1.3,7.3,7.1,6.9,15.1,15.6,14.5,30.0,31.0,29.7,15.7,15.8,13.2,5.5,5.4,4.9,41.3,41.9,40.7
Pennsylvania,Total,6009.9,6065.9,5602.8,28.7,28.9,23.0,255.7,261.0,241.2,570.8,574.7,537.7,1126.8,1126.9,1064.0,86.3,87.5,82.6,325.9,330.8,325.4,805.8,813.4,760.3,1274.5,1296.6,1236.8,571.8,577.9,423.7,260.4,261.9,223.0,703.1,706.3,685.0
Pennsylvania,Allentown-Bethlehem-Easton(1),375.1,380.8,353.0,–,–,–,13.6,13.7,12.5,38.6,39.8,37.7,85.3,87.0,85.1,5.4,5.4,4.8,13.9,13.9,13.3,48.6,49.1,46.3,77.8,79.3,74.7,37.6,38.0,28.3,14.5,14.6,12.3,39.7,40.2,38.0
Pennsylvania,Altoona(1),61.2,61.3,57.5,–,–,–,3.1,3.0,2.9,7.4,7.2,6.7,14.3,14.3,13.6,0.9,0.8,0.8,1.5,1.5,1.4,5.4,5.3,4.8,12.6,13.0,12.7,5.6,5.6,4.4,2.7,2.7,2.5,7.8,7.9,7.8
Pennsylvania,Bloomsburg-Berwick(1),42.8,42.8,40.7,–,–,–,1.5,1.2,1.2,5.4,5.3,4.8,6.2,6.3,6.1,–,–,–,–,–,–,4.3,4.5,4.5,11.7,11.8,11.6,3.6,3.6,2.9,–,–,–,6.1,6.1,5.7
Pennsylvania,Chambersburg-Waynesboro(1),61.4,62.0,58.2,–,–,–,2.3,2.4,2.4,9.2,9.2,8.5,15.2,15.4,14.9,–,–,–,–,–,–,6.2,6.2,5.8,10.6,10.7,10.2,5.3,5.5,4.5,–,–,–,7.8,7.8,7.7
Pennsylvania,East Stroudsburg(1),58.9,59.7,53.4,–,–,–,1.9,1.9,1.7,5.0,5.0,5.0,12.5,12.5,11.8,–,–,–,–,–,–,4.0,4.3,3.8,7.9,8.1,7.5,11.9,12.0,8.9,–,–,–,11.3,11.5,11.1
Pennsylvania,Erie(1),128.0,128.1,117.4,–,–,–,4.1,4.2,3.9,19.6,19.9,18.4,21.4,21.2,19.5,1.1,1.0,0.9,6.4,6.5,6.5,10.3,10.1,9.1,29.0,29.4,28.6,14.2,14.2,10.7,6.0,6.0,4.9,15.8,15.7,15.0
Pennsylvania,Gettysburg(1),35.1,35.2,32.4,–,–,–,1.8,1.8,1.7,7.5,7.7,7.3,5.4,5.3,4.9,–,–,–,–,–,–,–,–,–,7.0,7.1,6.6,4.8,4.7,3.7,–,–,–,4.1,4.2,4.1
Pennsylvania,Harrisburg-Carlisle(1),346.6,351.9,330.5,–,–,–,12.0,12.1,11.6,21.4,22.0,21.3,73.8,75.0,72.2,3.6,3.5,3.1,21.5,21.8,21.1,50.0,51.1,48.0,58.4,60.1,58.8,32.3,32.4,23.6,15.4,15.6,13.9,58.1,58.4,56.9
Pennsylvania,Johnstown(1),54.4,54.0,49.3,–,–,–,2.3,2.5,1.7,4.2,4.3,3.9,10.6,10.3,9.6,0.8,0.7,0.7,2.5,2.5,2.4,4.7,4.7,4.5,14.5,14.0,13.1,4.5,4.5,3.6,2.9,2.9,2.5,7.6,7.5,7.2
Pennsylvania,Lancaster(1),257.0,259.8,241.9,–,–,–,18.1,18.3,17.8,37.8,37.3,35.2,60.0,60.4,57.2,2.9,2.7,2.4,8.6,9.2,9.5,25.8,26.5,24.6,46.4,47.4,45.7,25.2,25.4,18.8,12.3,12.6,11.3,19.9,20.1,19.4
Pennsylvania,Lebanon(2),53.1,53.9,50.3,–,–,–,–,–,–,9.3,9.4,9.0,11.7,12.2,11.7,–,–,–,–,–,–,–,–,–,9.0,9.0,8.6,–,–,–,–,–,–,8.2,8.3,8.1
Pennsylvania,Philadelphia-Camden-Wilmington(1),2939.6,2981.3,2760.1,–,–,–,118.1,120.7,113.1,182.2,183.8,174.5,524.6,530.4,497.7,49.8,51.8,50.7,216.2,217.9,215.3,465.8,470.3,447.6,654.8,668.7,634.5,272.2,277.4,196.0,121.2,122.8,101.3,334.9,337.5,329.3
Pennsylvania,Pittsburgh,1184.7,1193.1,1096.0,11.1,11.7,8.9,59.3,63.0,56.3,86.7,87.0,80.5,210.6,207.8,193.4,18.8,19.0,17.9,74.8,76.5,75.5,181.9,182.9,172.3,256.7,260.3,248.8,119.7,120.5,88.6,50.0,49.7,42.8,114.8,114.8,111.0
Pennsylvania,Reading(1),179.7,181.8,165.8,–,–,–,7.9,7.9,7.4,31.6,32.2,29.1,33.4,33.6,31.1,1.2,1.1,0.9,6.0,6.0,6.0,24.2,24.6,22.4,31.1,32.3,30.9,15.1,15.2,11.5,8.0,8.1,7.0,21.2,20.8,19.7
Pennsylvania,Scranton--Wilkes-Barre--Hazleton(1),263.6,263.2,244.3,–,–,–,11.4,10.5,9.8,28.5,28.6,26.9,63.7,63.5,61.9,3.0,2.9,2.6,12.5,13.1,13.0,29.0,28.3,25.5,54.3,55.2,51.5,23.6,23.5,17.8,8.8,8.8,7.5,28.9,29.0,27.9
Pennsylvania,State College(2),79.7,80.1,73.5,–,–,–,–,–,–,4.2,4.3,4.2,9.9,9.7,9.0,–,–,–,–,–,–,7.0,6.7,5.9,10.2,10.1,9.5,7.2,7.4,5.2,–,–,–,31.8,32.2,31.1
Pennsylvania,Williamsport(2),53.7,53.3,49.5,–,–,–,–,–,–,7.8,8.0,7.6,10.2,10.1,9.5,–,–,–,–,–,–,–,–,–,10.1,10.2,10.1,4.5,4.5,3.7,–,–,–,7.3,7.1,6.9
Pennsylvania,York-Hanover(1),187.1,188.2,175.4,–,–,–,11.9,12.1,11.6,31.1,32.1,30.4,38.3,38.2,36.5,1.1,1.0,0.7,5.3,5.3,5.2,23.6,24.1,21.5,29.2,29.2,28.1,16.4,16.3,13.1,10.3,10.2,8.9,20.0,19.8,19.2
Rhode Island,Total,500.5,504.0,459.5,0.2,0.2,0.2,19.2,20.0,18.9,40.4,39.9,37.4,77.3,77.0,71.0,5.9,5.9,5.2,35.4,35.3,34.4,68.3,68.3,65.1,106.8,109.1,100.3,59.2,60.1,44.3,23.0,23.1,19.5,64.9,65.2,63.2
Rhode Island,Providence-Warwick,597.0,599.8,547.5,0.2,0.2,0.2,24.3,25.3,24.1,51.0,50.5,47.5,102.2,101.1,93.8,7.2,7.0,6.2,38.1,38.0,36.9,75.0,74.8,71.4,126.7,129.2,118.6,69.4,70.3,52.4,27.4,27.6,23.2,75.5,75.8,73.3
South Carolina,Total,2154.9,2190.0,2079.5,4.4,4.4,4.4,105.7,106.9,103.8,249.9,258.3,244.2,404.5,408.6,400.3,27.7,26.9,24.7,104.0,105.4,105.7,295.1,297.7,280.3,253.8,257.8,249.3,264.0,270.8,226.9,77.8,79.5,73.6,368.0,373.8,366.3
South Carolina,Charleston-North Charleston(1),367.0,376.6,354.1,–,–,–,21.8,21.9,20.8,28.1,30.0,27.9,66.8,69.1,66.6,5.4,5.3,5.4,15.7,15.8,15.8,58.2,58.6,54.8,41.7,42.9,42.0,49.1,50.8,40.7,14.5,15.0,13.9,65.8,67.0,66.0
South Carolina,Columbia(1),399.8,403.4,387.0,–,–,–,17.4,17.3,16.9,30.1,31.7,31.0,72.9,72.6,71.5,5.6,6.0,4.9,31.1,31.5,32.0,50.7,51.4,49.9,49.6,51.2,48.6,40.5,40.6,33.6,16.4,16.8,15.2,85.4,84.2,83.3
South Carolina,Florence(2),91.5,92.5,88.2,–,–,–,–,–,–,–,–,–,19.1,19.0,18.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,16.8,17.7,17.3
South Carolina,Greenville-Anderson-Mauldin(1),428.1,433.5,409.6,–,–,–,18.8,19.2,19.3,58.5,57.8,54.7,77.3,77.7,75.8,7.3,6.6,6.1,18.9,19.5,19.6,73.2,75.0,68.6,51.8,52.5,51.1,45.9,47.0,39.2,14.7,14.9,13.6,61.8,63.4,61.7
South Carolina,Hilton Head Island-Bluffton-Beaufort(2),82.5,84.2,79.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,11.7,11.8,11.7
South Carolina,Myrtle Beach-Conway-North Myrtle Beach(1),171.6,175.2,162.2,–,–,–,10.3,10.8,10.6,4.9,4.7,4.5,37.3,37.8,36.3,2.2,2.3,2.2,9.2,9.1,8.8,15.9,16.4,15.5,18.6,19.6,19.0,43.4,44.3,36.3,6.5,6.7,6.2,23.2,23.7,22.7
South Carolina,Spartanburg(1),159.5,165.5,159.4,–,–,–,7.6,7.7,7.5,34.5,37.3,36.0,34.8,34.9,35.0,0.8,0.7,0.6,4.8,4.9,4.9,18.9,19.3,17.4,15.0,14.7,14.7,14.1,14.4,12.9,5.2,5.4,5.0,23.9,26.3,25.4
South Carolina,Sumter(2),39.9,39.7,37.5,–,–,–,–,–,–,7.0,7.0,6.5,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,6.6,6.7,6.4
South Dakota,Total,437.7,440.5,425.4,1.0,1.0,1.0,23.0,23.6,24.2,44.4,45.0,43.2,86.5,85.9,83.9,5.6,5.5,5.0,29.2,29.0,28.4,32.3,33.2,32.7,72.2,73.2,73.1,47.3,47.4,40.7,16.7,16.8,16.6,79.5,80.0,76.7
South Dakota,Rapid City(1),68.9,69.1,66.5,–,–,–,5.2,5.0,5.1,2.8,2.8,2.8,13.7,13.4,13.1,0.8,0.8,0.7,3.9,3.7,3.5,5.7,5.9,6.0,12.0,12.2,12.1,10.3,10.4,8.9,3.3,3.4,3.4,11.2,11.3,10.8
South Dakota,Sioux Falls(1),157.8,160.1,155.8,–,–,–,8.8,9.3,9.4,14.2,14.4,14.0,32.6,32.8,31.8,2.6,2.6,2.5,15.8,15.7,15.4,15.3,15.8,15.3,32.5,33.2,33.8,15.6,15.7,13.3,5.9,5.9,5.8,14.5,14.7,14.4
Tennessee,Total,3067.4,3122.9,2998.6,4.4,4.5,4.2,124.6,130.0,129.1,350.7,355.4,335.1,626.5,637.0,627.3,45.2,45.5,43.2,168.4,172.3,171.0,416.1,426.3,414.7,440.0,445.4,431.9,337.7,347.2,292.6,118.2,121.7,117.0,435.8,437.6,432.5
Tennessee,Chattanooga(1),263.0,267.5,256.7,–,–,–,11.1,11.4,11.1,34.1,34.2,33.0,53.1,53.6,52.8,2.5,2.3,2.4,21.1,22.0,22.5,27.4,28.0,27.3,34.5,35.1,33.5,29.5,30.3,24.9,12.0,12.4,11.8,37.7,38.1,37.4
Tennessee,Clarksville(1),91.6,93.3,90.6,–,–,–,3.2,3.3,3.4,12.4,12.6,11.2,17.2,17.9,18.0,1.2,1.1,1.0,3.1,3.2,3.1,9.1,9.0,9.1,12.1,12.5,12.0,11.6,11.7,10.9,3.1,3.4,3.2,18.6,18.7,18.6
Tennessee,Cleveland(1),46.8,48.5,48.0,–,–,–,2.1,2.0,2.1,9.2,9.1,8.5,9.8,10.3,11.6,0.3,0.3,0.2,1.3,1.4,1.3,5.5,6.6,6.3,5.8,5.9,5.8,5.1,5.1,4.6,2.3,2.3,2.2,5.6,5.5,5.4
Tennessee,Jackson(1),68.9,69.6,67.3,–,–,–,2.9,3.1,3.1,10.7,11.0,10.6,12.4,12.3,11.8,0.5,0.5,0.5,2.1,2.1,2.1,6.7,6.6,6.6,11.1,11.4,11.0,6.4,6.4,5.6,1.9,2.0,2.1,14.2,14.2,14.0
Tennessee,Johnson City(1),80.8,81.5,78.7,–,–,–,2.3,2.5,2.5,8.0,8.2,7.9,13.5,13.8,13.6,1.2,1.2,1.1,4.4,4.5,4.6,8.5,8.4,8.3,14.4,14.3,13.7,9.5,9.4,8.3,2.6,2.8,2.7,16.3,16.5,16.1
