State,Area,2018-Total,2019-Total,2020-Total,2018-Mining and Logging,2019-Mining and Logging,2020-Mining and Logging,2018-Construction,2019-Construction,2020-Construction,2018-Manufacturing,2019-Manufacturing,2020-Manufacturing,"2018-Trade, transportation, and utilities","2019-Trade, transportation, and utilities","2020-Trade, transportation, and utilities",2018-Information,2019-Information,2020-Information,2018-Financial activities,2019-Financial activities,2020-Financial activities,2018-Professional and business services,2019-Professional and business services,2020-Professional and business services,2018-Education and health services,2019-Education and health services,2020-Education and health services,2018-Leisure and hospitality,2019-Leisure and hospitality,2020-Leisure and hospitality,2018-Other services,2019-Other services,2020-Other services,2018-Government,2019-Government,2020-Government
Tennessee,Kingsport-Bristol-Bristol(1),121.2,120.8,115.8,–,–,–,6.3,5.9,5.3,21.4,21.3,19.9,23.4,23.3,22.9,1.3,1.2,1.1,3.7,3.8,3.6,11.8,12.4,13.4,18.7,18.1,17.2,13.1,13.2,11.4,5.4,5.6,5.3,16.1,16.1,15.7
Tennessee,Knoxville(1),399.9,405.4,394.6,–,–,–,18.5,18.9,18.5,39.9,41.2,40.9,78.3,79.0,78.0,6.0,6.0,5.7,19.9,19.8,19.3,64.4,65.3,65.2,54.9,55.6,54.9,43.0,44.4,38.5,15.5,16.1,15.8,59.8,59.3,57.9
Tennessee,Memphis(1),649.4,655.6,626.4,–,–,–,23.3,23.9,23.7,43.8,45.0,43.6,175.0,176.5,173.3,5.5,5.5,5.1,29.6,29.6,29.0,97.0,96.2,91.0,96.3,98.9,94.9,68.2,68.3,56.3,27.0,27.6,26.8,83.9,84.1,82.8
Tennessee,Morristown(1),46.2,47.2,46.0,–,–,–,1.9,1.9,1.9,11.8,12.3,11.8,9.8,9.7,9.6,0.3,0.3,0.3,0.9,1.0,0.9,3.9,4.1,4.3,5.7,5.7,5.6,4.2,4.3,3.9,1.2,1.2,1.2,6.5,6.6,6.6
Tennessee,Nashville-Davidson--Murfreesboro--Franklin(1),1015.6,1046.4,1000.2,–,–,–,46.0,49.0,49.6,84.3,84.8,78.6,194.0,201.2,198.7,23.4,24.8,23.9,68.4,71.1,70.5,168.9,174.9,169.5,153.4,155.2,151.9,116.5,121.6,97.4,42.3,43.5,40.4,118.5,120.3,119.7
Texas,Total,12523.5,12813.9,12265.7,246.4,249.1,192.4,739.7,774.2,737.7,881.9,907.2,868.7,2484.4,2514.6,2468.4,204.9,209.6,198.5,778.8,802.2,804.8,1739.7,1795.9,1758.1,1698.8,1741.9,1697.3,1356.6,1395.9,1177.6,435.8,445.8,397.4,1956.4,1977.5,1964.9
Texas,Abilene(1),70.3,72.4,70.1,–,–,–,5.0,5.3,4.7,3.2,3.2,3.2,13.6,13.7,13.2,1.1,1.1,1.0,4.1,4.1,4.3,5.5,6.0,6.3,14.7,15.3,15.2,7.9,8.0,7.0,2.6,2.9,2.5,12.7,12.8,12.7
Texas,Amarillo(1),120.4,121.6,118.3,–,–,–,7.3,7.7,7.6,13.5,13.9,13.9,25.7,25.9,25.3,1.3,1.3,1.2,6.7,6.7,6.7,8.9,8.9,8.7,16.8,16.6,16.3,13.8,14.1,12.5,4.9,5.0,4.8,21.5,21.7,21.4
Texas,Austin-Round Rock(1),1075.6,1118.0,1086.1,–,–,–,64.5,68.5,69.6,60.7,62.7,62.8,179.7,185.1,185.0,34.7,39.0,39.5,63.0,66.0,68.1,187.7,198.0,199.3,125.3,129.8,126.1,130.7,134.9,106.0,46.3,47.2,41.8,183.0,186.7,187.9
Texas,Beaumont-Port Arthur(1),164.1,165.0,154.2,–,–,–,20.5,20.9,17.4,21.9,22.2,20.4,31.6,31.7,30.6,1.1,1.0,0.9,5.7,5.7,5.7,14.5,14.6,13.8,21.5,21.6,20.8,16.2,16.3,14.4,6.3,5.7,5.2,24.8,25.2,24.9
Texas,Brownsville-Harlingen(1),142.2,144.7,140.2,–,–,–,2.9,3.1,3.4,5.5,6.0,5.8,25.8,25.7,24.1,0.7,0.7,0.5,5.2,5.0,4.7,12.4,12.5,12.6,40.4,41.9,42.1,15.9,16.6,14.4,3.0,3.1,2.9,30.4,30.0,29.7
Texas,College Station-Bryan(1),119.7,122.8,117.6,–,–,–,7.9,7.8,7.1,5.4,5.6,5.5,16.5,16.8,16.4,1.3,1.4,1.3,4.0,4.0,3.8,9.4,9.7,10.2,12.2,12.7,12.1,16.5,17.5,14.1,3.3,3.4,3.0,43.2,43.9,44.0
Texas,Corpus Christi(1),193.2,193.9,180.9,–,–,–,25.2,24.4,19.8,8.3,8.4,8.1,33.3,33.0,32.0,1.6,1.6,1.5,8.2,8.4,8.2,18.5,18.7,17.5,31.8,32.4,31.4,25.7,26.2,22.5,6.3,6.2,5.7,34.4,34.5,34.3
Texas,Dallas-Fort Worth-Arlington(1),3688.7,3790.5,3666.2,–,–,–,219.3,226.2,220.0,279.0,288.8,280.9,782.6,796.1,794.8,83.1,82.2,78.8,303.5,318.9,324.5,618.2,641.2,628.3,451.5,462.8,447.4,385.0,396.9,331.2,124.1,128.5,113.2,442.4,449.1,447.1
Texas,El Paso(1),318.4,324.9,312.3,–,–,–,16.0,17.0,17.5,17.3,17.5,16.7,67.7,67.7,65.5,4.5,4.7,4.5,12.7,13.3,13.4,36.0,37.1,36.2,46.3,48.0,47.0,36.8,38.1,32.4,9.2,9.1,8.1,72.0,72.3,71.0
Texas,Houston-The Woodlands-Sugar Land,3087.9,3160.1,2990.9,78.8,80.0,68.6,222.7,236.1,215.5,228.5,236.0,218.7,625.3,630.5,612.2,31.8,32.5,29.4,164.0,166.6,164.5,495.2,508.1,487.4,394.1,404.4,395.4,325.1,334.3,281.8,112.7,116.1,104.2,409.9,415.5,413.3
Texas,Killeen-Temple(1),143.3,145.1,141.7,–,–,–,6.8,6.9,6.9,7.5,7.7,7.5,27.7,27.5,27.2,1.2,1.3,1.1,6.8,6.6,6.1,11.0,11.7,12.3,23.1,23.8,23.5,15.7,16.1,14.5,5.3,5.3,4.6,38.2,38.3,38.0
Texas,Laredo(1),105.3,108.0,100.9,–,–,–,4.1,4.1,3.3,0.6,0.7,0.7,31.8,32.5,30.6,0.8,0.8,0.6,3.8,3.8,3.6,9.9,10.4,9.4,17.0,17.5,16.9,11.5,11.7,9.8,2.3,2.4,2.3,23.6,24.1,23.8
Texas,Longview(1),97.7,99.8,92.8,–,–,–,14.9,15.6,12.5,10.0,10.0,9.0,19.2,19.5,19.1,1.1,1.1,1.0,4.2,4.4,4.4,8.7,9.0,8.7,15.7,15.8,15.2,9.1,9.2,8.3,3.0,3.2,2.8,11.9,12.1,12.0
Texas,Lubbock(1),148.3,150.7,145.4,–,–,–,8.4,8.8,8.8,4.8,4.9,4.8,30.9,30.8,30.0,3.0,2.8,2.7,7.8,7.7,7.7,12.8,12.9,12.0,21.6,22.5,22.1,19.8,20.6,18.3,5.9,6.2,5.7,33.4,33.6,33.3
Texas,McAllen-Edinburg-Mission(1),264.8,270.8,262.6,–,–,–,8.2,8.2,7.6,7.0,7.2,6.8,53.5,53.6,51.1,2.9,2.9,2.6,9.1,8.9,8.9,17.7,17.6,17.8,75.4,79.7,80.0,25.4,26.9,23.0,5.7,5.8,5.2,59.8,60.1,59.6
Texas,Midland(1),108.8,113.7,97.8,–,–,–,37.1,39.5,29.8,4.1,4.3,3.5,21.1,22.2,19.8,0.9,0.9,0.7,4.5,4.9,4.7,10.0,10.5,9.5,7.2,7.0,6.8,10.3,10.9,9.6,3.9,4.0,3.6,9.7,9.6,9.8
Texas,Odessa(1),81.3,84.2,71.8,–,–,–,21.2,22.4,15.6,4.9,5.2,4.2,18.3,19.1,17.0,0.7,0.7,0.6,3.5,3.6,3.2,4.6,4.8,4.1,5.4,5.3,5.1,8.7,9.0,8.1,3.7,3.8,3.2,10.2,10.3,10.6
Texas,San Angelo(1),49.9,50.0,47.7,–,–,–,3.9,4.0,3.4,3.4,3.3,3.1,9.8,9.8,9.4,0.7,0.7,0.6,2.5,2.6,2.5,4.1,4.1,4.2,8.1,8.0,7.9,6.2,6.3,5.5,1.9,2.0,1.9,9.3,9.3,9.2
Texas,San Antonio-New Braunfels,1059.2,1077.5,1030.6,10.5,10.8,7.2,53.2,56.3,56.4,50.2,51.2,49.8,181.0,183.0,180.7,20.7,20.2,18.4,92.1,94.0,93.8,140.7,142.4,141.7,164.5,168.4,162.1,135.5,138.2,112.3,38.9,39.6,34.9,171.8,173.6,173.4
Texas,Sherman-Denison(1),47.8,48.8,47.7,–,–,–,3.1,3.0,3.0,5.7,5.7,5.3,8.7,8.8,8.9,0.3,0.4,0.4,2.5,2.5,2.5,3.4,3.4,3.5,10.6,11.0,10.9,5.4,5.6,5.1,1.0,1.0,0.9,7.1,7.3,7.2
Texas,Texarkana(1),59.7,60.6,57.5,–,–,–,2.7,2.9,2.8,5.4,5.5,5.3,13.3,13.5,12.6,0.3,0.3,0.2,2.3,2.3,2.2,4.2,4.4,4.1,9.6,9.8,9.4,6.8,7.0,6.4,2.1,2.1,1.9,12.9,12.9,12.7
Texas,Tyler(1),106.6,107.9,104.7,–,–,–,6.6,6.8,6.2,6.2,6.6,7.0,23.1,23.4,23.4,1.6,1.5,1.4,4.3,4.4,4.3,10.6,10.5,10.2,24.3,24.4,23.6,11.5,11.6,10.4,4.1,4.2,3.9,14.4,14.5,14.6
Texas,Victoria(1),41.6,41.3,38.1,–,–,–,4.5,4.3,3.4,2.0,2.1,2.0,10.7,10.8,9.9,0.4,0.3,0.3,1.7,1.7,1.6,2.5,2.5,2.2,6.2,6.2,6.1,4.5,4.4,4.0,1.9,1.8,1.5,7.4,7.2,7.2
Texas,Waco(1),121.0,122.6,120.9,–,–,–,7.5,7.7,7.9,15.9,15.8,15.2,21.1,21.5,21.4,1.1,1.0,0.9,7.6,7.4,7.3,11.8,12.2,13.1,20.7,20.9,20.6,12.5,12.8,11.3,3.6,3.6,3.4,19.4,19.8,19.8
Texas,Wichita Falls(1),59.4,59.5,56.7,–,–,–,3.0,3.0,2.8,5.3,5.3,4.8,11.1,10.7,10.4,0.7,0.7,0.6,2.5,2.6,2.6,4.7,4.7,4.2,10.7,11.2,11.0,6.6,6.7,6.1,2.3,2.3,2.0,12.4,12.5,12.3
Utah,Total,1515.8,1557.4,1532.1,9.5,9.4,8.7,104.3,109.5,115.4,133.1,136.9,135.9,285.2,290.7,289.0,38.5,39.6,38.2,87.8,90.4,93.3,216.6,223.7,225.4,203.6,209.8,207.0,148.6,153.7,134.3,41.2,41.9,39.7,247.5,251.8,245.1
Utah,Logan(1),63.1,65.0,64.7,–,–,–,3.1,3.2,3.5,11.8,12.3,12.8,9.6,9.6,9.9,0.7,0.7,0.5,1.7,1.8,1.8,7.3,7.7,8.2,7.2,7.5,7.5,5.3,5.3,4.9,1.1,1.1,1.1,15.4,15.8,14.6
Utah,Ogden-Clearfield(1),261.7,268.3,266.1,–,–,–,20.0,20.5,21.3,34.1,35.3,34.7,46.3,47.0,46.9,1.9,1.9,1.6,10.6,11.0,11.2,30.8,31.5,32.0,33.8,34.7,34.8,25.0,25.4,22.7,6.8,6.8,6.7,52.4,54.0,54.1
Utah,Provo-Orem(1),261.6,270.6,270.6,–,–,–,25.0,25.4,26.2,19.9,20.6,20.1,44.1,44.4,45.0,13.3,13.9,13.5,8.8,9.5,10.9,37.2,39.1,40.7,54.2,56.0,54.3,21.5,22.8,21.4,5.5,5.8,5.8,32.2,33.1,32.8
Utah,St. George(1),68.3,70.6,71.0,–,–,–,7.7,8.1,9.1,3.4,3.5,3.7,15.6,16.1,15.6,0.9,0.8,0.7,2.6,2.7,2.9,6.0,5.7,6.1,11.5,12.2,12.5,9.7,10.0,9.3,1.9,2.1,2.1,9.1,9.4,9.1
Utah,Salt Lake City(1),732.9,752.8,736.7,–,–,–,43.9,46.8,49.9,58.1,59.2,58.1,145.7,149.5,148.5,20.2,20.5,20.3,59.0,60.2,61.5,127.3,131.3,130.4,84.5,86.6,85.3,62.5,64.5,53.9,22.2,22.6,20.9,109.4,111.6,107.9
Vermont,Total,316.0,316.3,286.8,0.8,0.8,0.8,15.3,15.3,14.1,29.8,30.1,28.1,54.6,54.1,50.0,4.3,4.3,4.0,12.1,12.3,12.0,29.0,29.5,28.6,66.4,66.0,61.4,37.2,37.2,25.9,10.3,10.3,9.2,56.2,56.5,52.8
Vermont,Burlington-South Burlington(1),125.9,126.5,115.6,–,–,–,6.0,6.0,5.5,12.8,12.8,12.1,22.2,22.1,20.4,2.2,2.3,2.2,4.7,4.7,4.6,14.9,15.2,14.6,22.7,22.9,21.6,13.2,13.3,9.0,4.2,4.2,3.7,22.9,23.1,21.8
Virginia,Total,4011.1,4058.4,3856.1,7.9,7.8,7.1,198.3,203.3,202.4,240.5,243.5,233.7,661.1,658.6,636.4,67.7,67.9,65.4,208.3,212.1,209.4,749.6,767.5,757.7,546.2,553.5,527.6,410.5,414.7,324.8,198.3,197.8,179.6,722.7,731.7,712.1
Virginia,Blacksburg-Christiansburg-Radford(2),77.7,78.5,74.0,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,24.7,24.8,24.3
Virginia,Charlottesville(1),118.5,121.7,112.8,–,–,–,5.9,5.8,5.7,4.0,4.1,3.9,14.9,14.7,14.2,2.1,2.2,1.9,4.8,4.9,4.9,15.6,16.0,15.6,14.1,14.7,14.4,14.1,14.4,10.4,5.9,6.1,5.4,37.1,38.9,36.5
Virginia,Harrisonburg(2),68.2,69.7,66.0,–,–,–,–,–,–,–,–,–,13.3,13.5,13.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,12.4,12.7,12.1
Virginia,Lynchburg(1),105.1,105.9,100.4,–,–,–,5.8,6.0,6.0,14.8,14.7,14.2,19.4,19.4,18.8,0.9,0.7,0.6,5.0,5.1,5.2,11.7,11.5,10.7,19.1,19.9,19.1,10.8,10.9,9.2,4.4,4.3,4.1,13.3,13.3,12.6
Virginia,Richmond(1),679.8,687.0,651.6,–,–,–,39.7,40.1,39.7,32.0,32.0,30.7,123.9,121.9,120.2,7.2,7.0,6.4,51.0,53.0,53.3,116.9,118.8,114.1,99.6,102.1,97.1,67.5,68.6,52.6,30.7,30.9,28.3,111.4,112.6,109.2
Virginia,Roanoke(1),161.6,162.8,155.0,–,–,–,8.5,9.0,9.0,15.6,15.6,14.9,33.2,33.0,31.8,1.3,1.3,1.2,8.1,8.1,7.9,22.3,22.3,21.4,27.5,28.0,27.5,15.3,15.5,12.7,7.5,7.3,6.4,22.3,22.9,22.3
Virginia,Staunton-Waynesboro(2),50.7,51.5,49.7,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.7,8.8,8.5
Virginia,Virginia Beach-Norfolk-Newport News(1),792.4,797.5,755.4,–,–,–,38.3,38.8,39.2,56.8,58.7,56.8,131.0,130.1,125.2,10.8,10.4,9.4,39.0,39.4,38.7,113.7,115.0,111.5,113.7,114.3,109.1,94.6,94.8,76.3,34.4,34.9,31.6,160.2,161.0,157.5
Virginia,Winchester(2),64.6,65.9,64.7,–,–,–,–,–,–,–,–,–,13.3,14.1,14.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,9.9,10.1,10.0
Washington,Total,3401.2,3468.5,3284.6,6.3,5.9,5.5,213.1,219.5,213.9,287.7,293.7,272.0,636.0,643.2,628.8,134.2,144.5,149.0,157.7,160.4,158.3,424.3,434.7,424.8,490.3,502.4,489.3,341.9,347.5,263.1,122.4,129.3,118.6,587.3,587.5,561.4
Washington,Bellingham(1),94.9,95.9,89.0,–,–,–,8.4,8.1,7.6,10.5,10.7,9.7,16.6,16.5,15.6,–,–,–,3.8,3.9,4.1,8.3,8.5,8.1,–,–,–,10.7,10.8,8.4,–,–,–,18.2,18.5,17.1
Washington,Bremerton-Silverdale(1),93.3,95.3,90.8,–,–,–,5.0,5.2,5.1,2.8,2.9,2.7,14.0,13.9,13.2,–,–,–,–,–,–,8.1,8.6,8.5,–,–,–,9.7,9.9,8.1,–,–,–,33.1,33.8,33.2
Washington,Kennewick-Richland(1),115.4,118.4,113.4,–,–,–,9.3,10.3,10.3,8.2,8.4,8.3,19.7,19.7,19.3,0.8,0.8,0.7,4.1,4.2,4.1,21.2,21.8,21.2,16.8,18.2,18.0,11.8,12.1,9.6,3.6,3.8,3.6,19.9,19.2,18.3
Washington,Longview(1),40.2,41.0,39.5,–,–,–,3.4,3.5,3.5,6.5,6.7,6.5,8.0,8.0,7.9,–,–,–,–,–,–,–,–,–,6.9,7.1,6.9,3.7,3.7,3.1,–,–,–,6.4,6.5,6.0
Washington,Mount Vernon-Anacortes(1),51.8,52.6,48.6,–,–,–,4.5,4.9,4.2,6.6,6.5,6.2,10.1,10.0,9.6,–,–,–,–,–,–,–,–,–,–,–,–,5.2,5.3,4.3,–,–,–,11.7,11.9,11.0
Washington,Olympia-Tumwater(1),119.5,120.9,115.5,–,–,–,6.6,6.9,6.7,3.1,3.1,3.0,19.0,19.2,18.7,1.5,1.5,1.3,4.1,4.0,4.0,11.9,12.3,11.6,18.6,18.8,18.0,11.0,11.1,9.1,4.8,4.9,4.7,38.9,39.1,38.4
Washington,Seattle-Tacoma-Bellevue,2044.4,2090.8,1974.3,1.1,1.1,1.1,126.5,128.8,124.9,178.8,184.3,168.4,391.0,398.0,390.3,118.6,128.4,133.7,101.4,103.1,100.4,294.5,302.1,295.7,276.2,283.0,272.1,204.6,207.8,150.6,74.0,78.7,71.1,277.6,275.5,266.0
Washington,Spokane-Spokane Valley(1),250.8,255.6,243.5,–,–,–,14.6,15.1,14.9,17.7,18.1,17.0,47.3,47.3,45.5,3.3,3.4,3.2,14.4,14.8,14.6,26.5,26.8,25.7,51.2,52.5,53.2,23.6,24.3,19.3,9.7,10.1,9.8,42.5,43.1,40.4
Washington,Walla Walla(1),28.0,28.3,27.8,–,–,–,1.0,1.1,1.1,4.1,4.2,4.1,3.9,3.9,3.9,0.3,0.3,0.3,0.9,1.0,1.0,1.0,1.0,1.0,7.1,7.2,6.9,2.5,2.6,2.2,0.7,0.7,0.6,6.4,6.3,6.7
Washington,Wenatchee(1),46.2,46.3,43.3,–,–,–,3.0,3.0,2.8,2.5,2.6,2.3,10.0,9.9,9.5,–,–,–,–,–,–,–,–,–,7.6,7.6,7.6,6.8,6.9,5.3,–,–,–,9.5,9.5,9.0
Washington,Yakima(1),86.8,87.1,83.1,–,–,–,4.2,4.2,4.1,8.9,8.7,8.2,19.3,19.1,19.1,–,–,–,–,–,–,4.3,4.4,4.3,17.8,18.2,18.0,8.2,8.3,6.5,–,–,–,18.2,18.1,17.2
West Virginia,Total,725.9,721.2,673.6,22.6,22.3,18.0,40.1,35.4,29.8,47.0,47.1,44.5,130.3,127.4,120.2,8.2,8.1,7.3,29.3,29.6,29.3,68.9,69.2,65.5,128.2,130.1,127.7,74.2,75.1,61.3,24.4,24.4,21.6,152.6,152.5,148.4
West Virginia,Beckley(2),44.2,44.6,41.6,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,8.6,8.7,8.7
West Virginia,Charleston(1),110.7,109.1,102.0,–,–,–,7.1,7.1,5.8,3.5,3.2,3.0,18.3,17.7,16.6,1.6,1.6,1.4,7.1,6.9,6.7,14.3,13.7,12.8,20.9,21.2,20.7,10.2,10.1,8.0,4.0,4.0,3.6,23.7,23.6,23.5
West Virginia,Huntington-Ashland(1),134.4,134.6,127.9,–,–,–,7.9,7.8,7.3,10.7,11.1,10.4,26.8,26.3,25.1,1.2,1.2,1.1,4.8,4.6,4.3,13.0,13.1,12.6,28.3,28.6,28.1,14.3,14.5,12.4,4.4,4.5,4.0,23.1,23.0,22.6
West Virginia,Morgantown(2),70.8,71.0,67.1,–,–,–,–,–,–,4.0,3.7,3.4,–,–,–,–,–,–,–,–,–,7.5,7.7,8.1,15.1,15.6,15.6,7.4,7.4,5.6,–,–,–,18.1,18.1,17.3
West Virginia,Parkersburg-Vienna(2),38.3,38.5,35.7,–,–,–,–,–,–,2.7,2.8,2.6,–,–,–,–,–,–,–,–,–,–,–,–,6.6,6.8,6.7,–,–,–,–,–,–,7.6,7.6,7.6
West Virginia,Wheeling(2),67.3,65.5,59.0,–,–,–,–,–,–,2.9,3.0,3.0,–,–,–,–,–,–,–,–,–,–,–,–,12.7,12.5,11.2,–,–,–,–,–,–,9.7,9.6,9.2
Wisconsin,Total,2980.1,2987.7,2818.0,4.7,4.2,3.5,122.3,124.5,124.0,479.6,483.5,459.7,540.1,535.4,518.2,47.2,47.1,44.9,153.0,154.5,152.2,328.2,326.6,309.5,457.3,464.1,449.9,282.4,285.5,226.0,152.2,152.7,143.9,413.2,409.8,386.2
Wisconsin,Appleton(1),126.2,127.4,121.5,–,–,–,9.0,9.1,9.0,23.9,24.7,24.0,24.1,24.1,22.9,1.5,1.5,1.5,6.9,7.0,7.0,13.5,13.4,13.4,15.4,15.7,15.8,12.1,12.1,9.6,7.3,7.4,6.6,12.5,12.5,11.7
Wisconsin,Eau Claire(1),87.3,87.6,83.3,–,–,–,3.8,3.8,3.6,10.9,10.9,10.6,17.2,17.4,17.0,0.8,0.8,0.7,3.9,3.9,3.8,9.4,9.5,9.1,16.3,16.5,15.8,8.8,8.8,7.2,4.4,4.4,4.2,11.7,11.7,11.2
Wisconsin,Fond du Lac(1),48.6,49.0,46.0,–,–,–,3.2,3.3,3.3,11.4,11.4,10.4,8.9,8.8,8.5,0.9,0.9,0.8,1.9,2.0,1.9,2.7,2.6,2.4,7.5,7.6,7.1,4.1,4.3,3.7,2.5,2.5,2.4,5.6,5.6,5.4
Wisconsin,Green Bay(1),180.6,180.3,170.7,–,–,–,8.2,8.0,8.3,31.3,31.2,30.3,34.1,33.8,32.7,1.6,1.5,1.4,12.1,12.1,11.9,19.7,19.7,19.0,27.0,27.5,26.3,16.6,16.7,13.3,8.8,8.8,8.0,21.3,21.0,19.5
Wisconsin,Janesville-Beloit(1),69.7,70.4,66.3,–,–,–,3.4,3.5,3.5,10.4,10.6,10.3,16.5,16.5,16.0,1.4,1.4,1.1,1.9,1.9,1.8,6.1,6.3,6.0,11.0,11.2,10.4,6.9,7.1,6.0,3.4,3.4,3.2,8.7,8.5,8.2
Wisconsin,La Crosse-Onalaska(1),78.9,78.6,73.9,–,–,–,2.9,3.0,3.0,8.5,8.6,8.2,15.9,15.6,15.2,1.0,1.0,0.8,4.4,4.3,4.2,5.8,5.8,5.6,17.4,17.4,17.0,8.1,8.1,6.5,4.6,4.7,4.3,10.3,10.2,9.1
Wisconsin,Madison(1),408.3,412.7,390.2,–,–,–,18.2,18.4,17.8,35.3,36.4,35.4,65.1,64.7,61.4,16.8,17.1,17.4,23.5,23.9,23.7,52.7,53.1,52.1,49.1,50.9,49.7,37.7,38.5,28.0,20.8,20.7,20.4,89.2,89.0,84.4
Wisconsin,Milwaukee-Waukesha-West Allis,874.7,875.1,818.2,0.5,0.5,0.5,32.4,33.0,32.7,118.7,120.3,112.5,147.1,146.1,140.0,13.5,13.5,12.4,50.8,50.4,50.1,127.4,124.7,115.9,171.1,173.0,167.9,80.7,81.9,62.4,47.0,46.9,43.8,85.6,84.8,80.1
Wisconsin,Oshkosh-Neenah(1),97.4,96.9,92.9,–,–,–,5.4,5.6,5.6,22.6,22.4,21.7,15.3,15.1,14.5,1.5,1.4,1.5,4.4,4.5,4.4,12.3,12.0,11.9,11.4,11.5,11.3,7.4,7.4,6.1,5.5,5.5,5.0,11.8,11.7,11.0
Wisconsin,Racine(1),79.0,78.7,73.9,–,–,–,3.1,3.1,3.1,17.9,17.7,17.0,14.9,14.8,14.2,0.5,0.5,0.4,2.3,2.4,2.3,7.1,6.8,6.1,11.8,12.1,11.6,7.9,7.8,6.6,3.8,3.8,3.6,9.6,9.6,9.1
Wisconsin,Sheboygan(1),63.3,63.5,60.0,–,–,–,2.3,2.3,2.3,22.8,22.8,20.8,9.0,9.2,9.0,0.2,0.2,0.2,2.9,3.0,3.0,4.3,4.2,4.0,7.8,8.0,8.0,5.4,5.3,4.6,2.8,2.8,2.6,5.9,5.8,5.5
Wisconsin,Wausau(1),73.3,73.5,69.9,–,–,–,2.6,2.7,2.5,18.2,18.7,18.2,14.1,13.6,13.0,0.4,0.4,0.4,5.4,5.4,5.3,6.4,6.2,5.6,9.8,9.9,9.6,6.0,6.0,5.0,3.2,3.2,3.1,7.5,7.5,7.2
Wyoming,Total,285.9,290.3,272.9,20.7,20.8,16.3,20.3,22.9,21.2,9.8,10.1,9.5,52.0,52.0,50.4,3.6,3.4,3.0,11.1,11.2,10.9,18.7,19.2,18.3,28.3,28.7,28.3,36.4,37.1,32.5,16.3,16.2,15.8,68.7,68.9,66.6
Wyoming,Casper,39.0,39.6,37.0,2.8,2.9,1.9,2.6,2.9,2.7,1.6,1.8,1.6,8.7,8.8,8.4,0.4,0.4,0.3,2.0,2.0,1.9,2.8,2.8,2.6,6.0,6.0,6.1,4.6,4.6,4.2,1.8,1.8,1.6,5.7,5.6,5.7
Wyoming,Cheyenne(1),46.9,47.7,46.2,–,–,–,3.8,4.1,3.8,1.3,1.4,1.3,9.9,10.1,9.9,1.0,1.0,0.8,2.2,2.3,2.3,3.7,3.6,3.8,4.6,4.7,4.6,4.9,5.0,4.5,1.6,1.6,1.5,13.9,13.9,13.8
Puerto Rico,Total,863.5,880.5,831.8,0.5,0.5,0.6,26.0,26.8,26.1,71.9,75.1,74.2,168.3,174.1,162.8,16.7,16.9,15.6,42.1,43.8,43.4,123.3,123.9,117.6,115.4,119.7,110.3,74.6,79.6,67.6,17.2,18.1,16.1,207.5,202.0,197.5
Puerto Rico,Aguadilla-Isabela(2),50.9,51.7,49.5,–,–,–,–,–,–,5.9,6.0,5.8,10.2,10.4,10.0,–,–,–,1.5,1.5,1.5,–,–,–,–,–,–,4.1,4.4,4.2,–,–,–,15.4,14.8,14.4
Puerto Rico,Arecibo(2),33.4,35.0,33.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,10.1,10.1,9.7
Puerto Rico,Guayama(2),13.6,13.9,13.8,–,–,–,–,–,–,–,–,–,2.2,2.3,2.1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.9,4.8,4.8
Puerto Rico,Mayaguez(2),31.7,31.6,30.1,–,–,–,–,–,–,1.6,1.8,1.9,6.3,6.3,5.8,0.4,0.4,0.3,0.9,0.9,0.8,3.4,3.0,2.9,6.1,6.2,5.9,3.0,3.1,2.6,–,–,–,8.5,8.3,8.3
Puerto Rico,Ponce(1),67.4,68.6,64.1,–,–,–,2.2,2.1,2.1,7.8,8.4,8.1,13.1,13.1,11.9,0.7,0.7,0.5,2.1,2.4,2.3,–,–,–,11.1,11.4,10.3,5.7,5.9,5.3,–,–,–,18.3,17.7,17.1
Puerto Rico,San German(2),19.2,19.6,19.0,–,–,–,–,–,–,2.7,3.2,3.3,3.2,3.3,3.2,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,4.5,4.4,4.4
Puerto Rico,San Juan-Carolina-Caguas(1),629.2,640.8,603.2,–,–,–,20.2,20.6,20.1,43.8,45.2,44.6,123.2,127.9,119.6,14.3,14.6,13.8,35.8,36.9,36.8,103.4,103.7,97.9,80.1,83.0,76.5,55.1,58.9,48.6,13.9,14.6,13.0,139.4,135.4,132.4
Virgin Islands(1),Total,33.8,38.2,36.1,–,–,–,2.6,4.3,3.7,0.5,0.7,0.8,6.8,7.0,6.4,0.7,0.6,0.5,1.9,1.9,1.8,3.5,3.8,3.5,2.1,2.2,2.2,4.2,5.6,4.8,1.1,1.6,1.5,10.5,10.5,10.9